quarter,name,bundleid,platform,genre,subgenre,QuarterRank,Engagement,GamePlay,CPI,UA,Rev,Eng-Rate,GPlay-Rate,CPI-Rate,UA-Rate,Rev-Rate
2020_Q1,Infinity Bounce,com.amanotes.pamainfinitybounce,android,Lifestyle,Music / Band,5,0.19,4.52,0.1615,0.16,328,0.0,-0.07,-0.33,0.14,-0.76
2020_Q2,Infinity Bounce,com.amanotes.pamainfinitybounce,android,Lifestyle,Music / Band,6,0.2,4.52,0.1419,0.14,511,0.05,0.0,-0.12,-0.12,0.56
2020_Q3,Infinity Bounce,com.amanotes.pamainfinitybounce,android,Lifestyle,Music / Band,7,0.2,5.0,0.1977,0.12,1174,0.0,0.11,0.39,-0.14,1.3
2020_Q4,Infinity Bounce,com.amanotes.pamainfinitybounce,android,Lifestyle,Music / Band,8,0.18,4.75,0.2221,0.11,1771,-0.1,-0.05,0.12,-0.08,0.51
2019_Q2,Pama - Twist,com.amanotes.pamamagictwist,android,Lifestyle,Music / Band,1,0.22,5.42,0.2739,0.12,988,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,Pama - Twist,com.amanotes.pamamagictwist,android,Lifestyle,Music / Band,2,0.22,5.39,0.2457,0.16,1340,0.0,-0.01,-0.1,0.33,0.36
2019_Q4,Pama - Twist,com.amanotes.pamamagictwist,android,Lifestyle,Music / Band,3,0.19,4.66,0.2,0.19,2860,-0.14,-0.14,-0.19,0.19,1.13
2020_Q1,Pama - Twist,com.amanotes.pamamagictwist,android,Lifestyle,Music / Band,4,0.18,4.52,0.2,0.19,2054,-0.05,-0.03,0.0,0.0,-0.28
2020_Q2,Pama - Twist,com.amanotes.pamamagictwist,android,Lifestyle,Music / Band,5,0.18,4.27,0.2096,0.18,2835,0.0,-0.06,0.05,-0.05,0.38
2020_Q3,Pama - Twist,com.amanotes.pamamagictwist,android,Lifestyle,Music / Band,6,0.16,4.17,0.2394,0.19,2214,-0.11,-0.02,0.14,0.06,-0.22
2020_Q4,Pama - Twist,com.amanotes.pamamagictwist,android,Lifestyle,Music / Band,7,0.15,3.83,0.2917,0.16,862,-0.06,-0.08,0.22,-0.16,-0.61
2019_Q3,Hop Ball 3D,com.amanotes.pamarollingtiles2,android,Hypercasual,Hypercasual - Traversal,1,0.21,6.1,0.342,0.15,8189,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q4,Hop Ball 3D,com.amanotes.pamarollingtiles2,android,Hypercasual,Hypercasual - Traversal,2,0.21,6.03,0.347,0.14,70701,0.0,-0.01,0.01,-0.07,7.63
2020_Q1,Hop Ball 3D,com.amanotes.pamarollingtiles2,android,Hypercasual,Hypercasual - Traversal,3,0.21,6.1,0.3014,0.12,27052,0.0,0.01,-0.13,-0.14,-0.62
2020_Q2,Hop Ball 3D,com.amanotes.pamarollingtiles2,android,Hypercasual,Hypercasual - Traversal,4,0.2,5.83,0.289,0.1,24190,-0.05,-0.04,-0.04,-0.17,-0.11
2020_Q3,Hop Ball 3D,com.amanotes.pamarollingtiles2,android,Hypercasual,Hypercasual - Traversal,5,0.19,5.83,0.367,0.13,12792,-0.05,0.0,0.27,0.3,-0.47
2020_Q4,Hop Ball 3D,com.amanotes.pamarollingtiles2,android,Hypercasual,Hypercasual - Traversal,6,0.17,4.92,0.4005,0.17,12771,-0.11,-0.16,0.09,0.31,-0.0
2020_Q4,Campus: Date Sim,com.amrita.campusgirls,android,Lifestyle,Interactive Story,1,0.15,19.8,0.6256,0.17,926,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Cube Blast - Magic Blast Game,com.and.puzzle.match.bear,android,Puzzle,Tile Blast,1,0.24,17.96,0.6642,0.15,2470,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Cube Blast - Magic Blast Game,com.and.puzzle.match.bear,android,Puzzle,Tile Blast,2,0.28,17.69,0.7082,0.13,4280,0.17,-0.02,0.07,-0.13,0.73
2020_Q3,Fast Driver 3D,com.anygames.fastdriver,android,Hypercasual,Hypercasual - Traversal,1,0.16,4.98,0.2658,0.2,24347,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Fast Driver 3D,com.anygames.fastdriver,android,Hypercasual,Hypercasual - Traversal,2,0.14,4.24,0.2237,0.2,9748,-0.12,-0.15,-0.16,0.0,-0.6
2020_Q1,Rescue Road - Crazy Rescue Play,com.app.helproadisland,android,Hypercasual,Hypercasual - Puzzle,1,0.2,8.8,0.2,0.19,4817,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Rescue Road - Crazy Rescue Play,com.app.helproadisland,android,Hypercasual,Hypercasual - Puzzle,2,0.21,7.59,0.2,0.19,2959,0.05,-0.14,0.0,0.0,-0.39
2020_Q3,Rescue Road - Crazy Rescue Play,com.app.helproadisland,android,Hypercasual,Hypercasual - Puzzle,3,0.17,6.93,0.1901,0.2,1213,-0.19,-0.09,-0.05,0.05,-0.59
2020_Q4,Rescue Road - Crazy Rescue Play,com.app.helproadisland,android,Hypercasual,Hypercasual - Puzzle,4,0.17,6.56,0.2,0.19,856,0.0,-0.05,0.05,-0.05,-0.29
2020_Q3,Ice Cream run!,com.app.icecreamrun,android,Hypercasual,Hypercasual - Simulation,1,0.19,3.58,0.2696,0.27,2220,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Ice Cream run!,com.app.icecreamrun,android,Hypercasual,Hypercasual - Simulation,2,0.21,3.2,0.2,0.28,2624,0.11,-0.11,-0.26,0.04,0.18
2019_Q4,uzzle,com.app.rescuecut,android,Hypercasual,Hypercasual - Puzzle,2,0.25,12.77,0.0,0.02,105920,0.19,2.99,-1.0,-0.93,39.37
2020_Q1,uzzle,com.app.rescuecut,android,Hypercasual,Hypercasual - Puzzle,5,0.26,13.0,1.251,0.14,127717,0.04,0.02,-1.0,6.0,0.21
2020_Q2,uzzle,com.app.rescuecut,android,Hypercasual,Hypercasual - Puzzle,7,0.24,12.14,0.3089,0.21,82462,-0.08,-0.07,-0.75,0.5,-0.35
2020_Q3,uzzle,com.app.rescuecut,android,Hypercasual,Hypercasual - Puzzle,9,0.2,10.65,0.3072,0.23,60407,-0.17,-0.12,-0.01,0.1,-0.27
2020_Q4,uzzle,com.app.rescuecut,android,Hypercasual,Hypercasual - Puzzle,10,0.19,10.61,0.35,0.23,53917,-0.05,-0.0,0.14,0.0,-0.11
2019_Q1,Lily Run,com.appadvisory.booooing,android,Hypercasual,Hypercasual - Traversal,1,0.24,2.06,0.2,0.09,2216,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,Lily Run,com.appadvisory.booooing,android,Hypercasual,Hypercasual - Traversal,2,0.46,3.96,0.2,0.06,11679,0.92,0.92,0.0,-0.33,4.27
2019_Q3,Lily Run,com.appadvisory.booooing,android,Hypercasual,Hypercasual - Traversal,3,0.28,3.8,0.0,0.01,4809,-0.39,-0.04,-1.0,-0.83,-0.59
2019_Q4,Lily Run,com.appadvisory.booooing,android,Hypercasual,Hypercasual - Traversal,4,0.29,3.79,0.0,0.0,697,0.04,-0.0,-1.0,-1.0,-0.86
2020_Q1,Lily Run,com.appadvisory.booooing,android,Hypercasual,Hypercasual - Traversal,5,0.34,4.63,0.2,0.19,1376,0.17,0.22,-1.0,-1.0,0.97
2020_Q2,Lily Run,com.appadvisory.booooing,android,Hypercasual,Hypercasual - Traversal,6,0.34,3.68,0.2,0.14,1408,0.0,-0.21,0.0,-0.26,0.02
2020_Q1,imber,com.appadvisory.drawclimber,android,Hypercasual,Hypercasual - Racing,1,0.26,10.9,0.287,0.19,250079,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,imber,com.appadvisory.drawclimber,android,Hypercasual,Hypercasual - Racing,2,0.23,9.49,0.2563,0.21,109748,-0.12,-0.13,-0.11,0.11,-0.56
2020_Q3,imber,com.appadvisory.drawclimber,android,Hypercasual,Hypercasual - Racing,3,0.21,8.52,0.2731,0.23,47676,-0.09,-0.1,0.07,0.1,-0.57
2020_Q4,imber,com.appadvisory.drawclimber,android,Hypercasual,Hypercasual - Racing,4,0.2,7.94,0.3145,0.25,42181,-0.05,-0.07,0.15,0.09,-0.12
2019_Q4,HeadHunters io,com.appnetgames.headhunters,android,Shooter,Battle Royale,1,0.16,17.88,0.5114,0.18,102,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,HeadHunters io,com.appnetgames.headhunters,android,Shooter,Battle Royale,2,0.24,19.67,0.4524,0.15,5530,0.5,0.1,-0.12,-0.17,53.22
2020_Q2,HeadHunters io,com.appnetgames.headhunters,android,Shooter,Battle Royale,3,0.22,16.85,0.4833,0.1,7024,-0.08,-0.14,0.07,-0.33,0.27
2020_Q3,HeadHunters io,com.appnetgames.headhunters,android,Shooter,Battle Royale,4,0.21,15.3,0.5988,0.1,2700,-0.05,-0.09,0.24,0.0,-0.62
2020_Q4,HeadHunters io,com.appnetgames.headhunters,android,Shooter,Battle Royale,5,0.17,13.96,1.1462,0.13,2141,-0.19,-0.09,0.91,0.3,-0.21
2019_Q4,CrabWar iOS,com.appxplore.crabwar,android,Arcade,Other Arcade,1,0.28,45.35,1.0141,0.12,2157,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q1,Pepe,com.aqupepgames.projectpepe,android,RPG,Squad RPG,1,0.25,30.4,1.6533,0.07,152,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,Pepe,com.aqupepgames.projectpepe,android,RPG,Squad RPG,2,0.21,59.24,2.2611,0.08,0,-0.16,0.95,0.37,0.14,-1.0
2019_Q3,Pepe,com.aqupepgames.projectpepe,android,RPG,Squad RPG,3,0.19,56.19,0.0,0.0,0,-0.1,-0.05,-1.0,-1.0,-1.0
2019_Q4,Pepe,com.aqupepgames.projectpepe,android,RPG,Squad RPG,4,0.18,63.12,3.9866,0.05,0,-0.05,0.12,-1.0,-1.0,-1.0
2020_Q4,Pepe,com.aqupepgames.projectpepe,android,RPG,Squad RPG,5,0.15,79.64,2.1196,0.08,5432,-0.17,0.26,-0.47,0.6,-1.0
2019_Q2,Archery Go,com.archery.go.bow.arrow.king.sports.game,android,Sports,Realistic Sports,1,0.19,11.79,0.0,0.01,28144,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q4,Kolor It!,com.armnomads.kolorit,android,Arcade,Drawing & Coloring,1,0.21,6.16,0.4943,0.19,33210,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Kolor It!,com.armnomads.kolorit,android,Arcade,Drawing & Coloring,2,0.16,4.57,0.3,0.14,1916,-0.24,-0.26,-0.39,-0.26,-0.94
2020_Q2,Kolor It!,com.armnomads.kolorit,android,Arcade,Drawing & Coloring,3,0.17,3.81,0.3,0.07,371,0.06,-0.17,0.0,-0.5,-0.81
2020_Q3,Kolor It!,com.armnomads.kolorit,android,Arcade,Drawing & Coloring,4,0.13,3.74,0.0,0.04,149,-0.24,-0.02,-1.0,-0.43,-0.6
2020_Q4,Kolor It!,com.armnomads.kolorit,android,Arcade,Drawing & Coloring,5,0.11,3.62,0.0,0.33,74,-0.15,-0.03,-1.0,7.25,-0.5
2020_Q2,"Colorscapes - Color by Number, Coloring Games",com.artlife.coloringbook,android,Arcade,Drawing & Coloring,1,0.29,68.67,1.1056,0.09,31666,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,"Colorscapes - Color by Number, Coloring Games",com.artlife.coloringbook,android,Arcade,Drawing & Coloring,2,0.28,66.07,1.4142,0.08,98412,-0.03,-0.04,0.28,-0.11,2.11
2020_Q4,"Colorscapes - Color by Number, Coloring Games",com.artlife.coloringbook,android,Arcade,Drawing & Coloring,3,0.29,71.87,1.9246,0.08,143611,0.04,0.09,0.36,0.0,0.46
2020_Q4,Magic Finger 3D,com.ASmallGame.themagicfinger,android,Hypercasual,Hypercasual - Action,1,0.21,7.95,0.4965,0.18,42324,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q1,RollerCoaster Tycoon Touch - Build your Theme Park,com.atari.mobile.rctempire,android,Simulation,Tycoon / Crafting,1,0.3,23.64,0.0,0.0,58486,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,RollerCoaster Tycoon Touch - Build your Theme Park,com.atari.mobile.rctempire,android,Simulation,Tycoon / Crafting,2,0.27,36.06,2.0,0.07,56287,-0.1,0.53,-1.0,-1.0,-0.04
2020_Q1,RollerCoaster Tycoon Touch - Build your Theme Park,com.atari.mobile.rctempire,android,Simulation,Tycoon / Crafting,3,0.26,40.95,0.0,0.0,25217,-0.04,0.14,-1.0,-1.0,-0.55
2020_Q3,Pass Over,com.Atinon.PassOver,android,Hypercasual,Hypercasual - Traversal,1,0.24,7.65,0.3063,0.16,185171,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Pass Over,com.Atinon.PassOver,android,Hypercasual,Hypercasual - Traversal,2,0.22,6.95,0.3787,0.24,108823,-0.08,-0.09,0.24,0.5,-0.41
2020_Q1,BIG BANG Evolution,com.azurgames.bomb,android,Puzzle,Merge,1,0.22,15.38,0.3588,0.2,4432,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,BIG BANG Evolution,com.azurgames.bomb,android,Puzzle,Merge,2,0.24,16.43,0.2965,0.18,6329,0.09,0.07,-0.17,-0.1,0.43
2020_Q3,BIG BANG Evolution,com.azurgames.bomb,android,Puzzle,Merge,3,0.24,16.31,0.3793,0.14,3763,0.0,-0.01,0.28,-0.22,-0.41
2020_Q4,BIG BANG Evolution,com.azurgames.bomb,android,Puzzle,Merge,4,0.22,14.87,0.3747,0.18,1865,-0.08,-0.09,-0.01,0.29,-0.5
2020_Q2,Dark Days: Zombie Survival,com.azurgames.lastday,android,RPG,Survival,1,0.14,35.33,0.6688,0.2,6444,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Dark Days: Zombie Survival,com.azurgames.lastday,android,RPG,Survival,2,0.15,40.73,1.0694,0.22,21297,0.07,0.15,0.6,0.1,2.3
2020_Q4,Dark Days: Zombie Survival,com.azurgames.lastday,android,RPG,Survival,3,0.14,40.59,1.3491,0.24,10167,-0.07,-0.0,0.26,0.09,-0.52
2019_Q2,Stack Ball - Blast through platforms,com.azurgames.stackball,android,Hypercasual,Hypercasual - Traversal,1,0.3,7.58,0.4075,0.15,290944,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,Stack Ball - Blast through platforms,com.azurgames.stackball,android,Hypercasual,Hypercasual - Traversal,2,0.28,6.63,0.4102,0.1,140135,-0.07,-0.13,0.01,-0.33,-0.52
2019_Q4,Stack Ball - Blast through platforms,com.azurgames.stackball,android,Hypercasual,Hypercasual - Traversal,3,0.25,6.35,0.4866,0.14,176996,-0.11,-0.04,0.19,0.4,0.26
2020_Q1,Stack Ball - Blast through platforms,com.azurgames.stackball,android,Hypercasual,Hypercasual - Traversal,4,0.25,5.9,0.374,0.15,139705,0.0,-0.07,-0.23,0.07,-0.21
2020_Q2,Stack Ball - Blast through platforms,com.azurgames.stackball,android,Hypercasual,Hypercasual - Traversal,5,0.23,5.7,0.3382,0.16,77297,-0.08,-0.03,-0.1,0.07,-0.45
2020_Q3,Stack Ball - Blast through platforms,com.azurgames.stackball,android,Hypercasual,Hypercasual - Traversal,6,0.21,5.65,0.4112,0.15,71884,-0.09,-0.01,0.22,-0.06,-0.07
2020_Q4,Stack Ball - Blast through platforms,com.azurgames.stackball,android,Hypercasual,Hypercasual - Traversal,7,0.21,5.75,0.5207,0.14,100706,0.0,0.02,0.27,-0.07,0.4
2020_Q1,Zoopolis: Animal Adventures-Android,com.azurinteractive.animalsevolution,android,Puzzle,Merge,1,0.24,19.47,0.4019,0.15,2955,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Zoopolis: Animal Adventures-Android,com.azurinteractive.animalsevolution,android,Puzzle,Merge,2,0.27,17.7,0.3574,0.12,4283,0.13,-0.09,-0.11,-0.2,0.45
2020_Q3,Zoopolis: Animal Adventures-Android,com.azurinteractive.animalsevolution,android,Puzzle,Merge,3,0.25,16.86,0.4339,0.13,2306,-0.07,-0.05,0.21,0.08,-0.46
2020_Q4,Zoopolis: Animal Adventures-Android,com.azurinteractive.animalsevolution,android,Puzzle,Merge,4,0.24,17.69,0.4957,0.15,1383,-0.04,0.05,0.14,0.15,-0.4
2019_Q1,HomoEvolution,com.azurinteractive.humanevolution,android,Puzzle,Merge,1,0.26,17.5,0.4927,0.09,65820,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,HomoEvolution,com.azurinteractive.humanevolution,android,Puzzle,Merge,2,0.27,18.62,0.5741,0.13,98105,0.04,0.06,0.17,0.44,0.49
2019_Q3,HomoEvolution,com.azurinteractive.humanevolution,android,Puzzle,Merge,3,0.23,16.52,0.4892,0.13,12096,-0.15,-0.11,-0.15,0.0,-0.88
2019_Q4,HomoEvolution,com.azurinteractive.humanevolution,android,Puzzle,Merge,4,0.23,16.01,0.4174,0.18,29385,0.0,-0.03,-0.15,0.38,1.43
2020_Q1,HomoEvolution,com.azurinteractive.humanevolution,android,Puzzle,Merge,5,0.23,15.72,0.3086,0.18,20265,0.0,-0.02,-0.26,0.0,-0.31
2020_Q2,HomoEvolution,com.azurinteractive.humanevolution,android,Puzzle,Merge,6,0.21,17.1,0.3138,0.16,16009,-0.09,0.09,0.02,-0.11,-0.21
2020_Q3,HomoEvolution,com.azurinteractive.humanevolution,android,Puzzle,Merge,7,0.2,16.14,0.3232,0.14,12250,-0.05,-0.06,0.03,-0.12,-0.23
2020_Q4,HomoEvolution,com.azurinteractive.humanevolution,android,Puzzle,Merge,8,0.21,17.1,0.6071,0.17,4970,0.05,0.06,0.88,0.21,-0.59
2020_Q1,turning,com.BallGames.Woodturning,android,Hypercasual,Hypercasual - Simulation,1,0.25,17.13,0.2166,0.18,272659,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,turning,com.BallGames.Woodturning,android,Hypercasual,Hypercasual - Simulation,2,0.22,14.72,0.2604,0.16,83257,-0.12,-0.14,0.2,-0.11,-0.69
2020_Q3,turning,com.BallGames.Woodturning,android,Hypercasual,Hypercasual - Simulation,3,0.22,14.47,0.3245,0.16,54653,0.0,-0.02,0.25,0.0,-0.34
2020_Q4,turning,com.BallGames.Woodturning,android,Hypercasual,Hypercasual - Simulation,4,0.2,12.41,0.3706,0.18,61045,-0.09,-0.14,0.14,0.12,0.12
2020_Q1,Barber Shop!,com.baspin.barbershop,android,Hypercasual,Hypercasual - Simulation,1,0.17,5.9,0.2841,0.14,41,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Barber Shop!,com.baspin.barbershop,android,Hypercasual,Hypercasual - Simulation,2,0.16,4.99,0.2075,0.16,0,-0.06,-0.15,-0.27,0.14,-1.0
2020_Q3,Barber Shop!,com.baspin.barbershop,android,Hypercasual,Hypercasual - Simulation,3,0.15,4.96,0.18,0.19,0,-0.06,-0.01,-0.13,0.19,-1.0
2020_Q4,Barber Shop!,com.baspin.barbershop,android,Hypercasual,Hypercasual - Simulation,4,0.16,5.26,0.18,0.2,0,0.07,0.06,0.0,0.05,-1.0
2019_Q3,Battle Disc,com.battle.disc,android,Hypercasual,Hypercasual - Sports,1,0.27,8.63,0.2649,0.12,105622,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q4,Battle Disc,com.battle.disc,android,Hypercasual,Hypercasual - Sports,2,0.25,7.71,0.3866,0.15,76369,-0.07,-0.11,0.46,0.25,-0.28
2020_Q1,Battle Disc,com.battle.disc,android,Hypercasual,Hypercasual - Sports,3,0.24,6.96,0.365,0.15,42060,-0.04,-0.1,-0.06,0.0,-0.45
2020_Q2,Battle Disc,com.battle.disc,android,Hypercasual,Hypercasual - Sports,4,0.22,6.1,0.3155,0.14,15756,-0.08,-0.12,-0.14,-0.07,-0.63
2020_Q3,Battle Disc,com.battle.disc,android,Hypercasual,Hypercasual - Sports,5,0.22,6.33,0.3244,0.18,13939,0.0,0.04,0.03,0.29,-0.12
2020_Q4,Battle Disc,com.battle.disc,android,Hypercasual,Hypercasual - Sports,6,0.22,6.28,0.3549,0.2,16161,0.0,-0.01,0.09,0.11,0.16
2019_Q2,Spades Royale - Play Free Spades Cards Game Online,com.bbumgames.spadesroyale,android,Casino,Poker / Cards,1,0.36,42.05,2.4851,0.07,7099,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,Spades Royale - Play Free Spades Cards Game Online,com.bbumgames.spadesroyale,android,Casino,Poker / Cards,2,0.36,39.9,3.7881,0.08,857,0.0,-0.05,0.52,0.14,-0.88
2020_Q1,Spades Royale - Play Free Spades Cards Game Online,com.bbumgames.spadesroyale,android,Casino,Poker / Cards,3,0.33,36.23,4.0817,0.08,15164,-0.08,-0.09,0.08,0.0,16.69
2020_Q2,Spades Royale - Play Free Spades Cards Game Online,com.bbumgames.spadesroyale,android,Casino,Poker / Cards,4,0.3,37.24,5.5107,0.06,51991,-0.09,0.03,0.35,-0.25,2.43
2020_Q3,Spades Royale - Play Free Spades Cards Game Online,com.bbumgames.spadesroyale,android,Casino,Poker / Cards,5,0.29,38.76,7.8553,0.04,70916,-0.03,0.04,0.43,-0.33,0.36
2020_Q4,Spades Royale - Play Free Spades Cards Game Online,com.bbumgames.spadesroyale,android,Casino,Poker / Cards,6,0.29,43.05,7.851,0.05,82250,0.0,0.11,-0.0,0.25,0.16
2019_Q1,Rolly Vortex,com.bdj.vortexDroid,android,Hypercasual,Hypercasual - Traversal,1,0.25,3.07,0.3072,0.09,2085,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,Rolly Vortex,com.bdj.vortexDroid,android,Hypercasual,Hypercasual - Traversal,2,0.24,5.21,0.3092,0.13,934,-0.04,0.7,0.01,0.44,-0.55
2019_Q3,Rolly Vortex,com.bdj.vortexDroid,android,Hypercasual,Hypercasual - Traversal,3,0.23,5.45,0.2654,0.18,353,-0.04,0.05,-0.14,0.38,-0.62
2019_Q4,Rolly Vortex,com.bdj.vortexDroid,android,Hypercasual,Hypercasual - Traversal,4,0.22,5.3,0.24,0.2,244,-0.04,-0.03,-0.1,0.11,-0.31
2020_Q1,Rolly Vortex,com.bdj.vortexDroid,android,Hypercasual,Hypercasual - Traversal,5,0.26,5.5,0.2692,0.21,377,0.18,0.04,0.12,0.05,0.55
2020_Q2,Rolly Vortex,com.bdj.vortexDroid,android,Hypercasual,Hypercasual - Traversal,6,0.26,5.66,0.26,0.18,482,0.0,0.03,-0.03,-0.14,0.28
2019_Q3,Zero City: Zombie games for Survival in a shelter,com.beingame.zc.zombie.shelter.survival,android,Simulation,Tycoon / Crafting,1,0.0,0.51,0.9112,0.1,2316,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Zero City: Zombie games for Survival in a shelter,com.beingame.zc.zombie.shelter.survival,android,Simulation,Tycoon / Crafting,2,0.0,0.58,0.0,0.0,6400,-1.0,0.14,-1.0,-1.0,1.76
2020_Q2,Clockmaker - Match 3 Mystery Game,com.belkatechnologies.clockmaker,android,Puzzle,Classic Match 3,1,0.5,90.59,10.3144,0.08,0,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Clockmaker - Match 3 Mystery Game,com.belkatechnologies.clockmaker,android,Puzzle,Classic Match 3,2,0.22,80.37,21.3253,0.06,2955,-0.56,-0.11,1.07,-0.25,-1.0
2019_Q4,Shooting World AD,com.bello.shootingworld,android,Shooter,Sniper,1,0.24,22.61,0.2653,0.21,1798,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Shooting World AD,com.bello.shootingworld,android,Shooter,Sniper,2,0.07,14.41,0.1902,0.22,721,-0.71,-0.36,-0.28,0.05,-0.6
2020_Q2,Shooting World AD,com.bello.shootingworld,android,Shooter,Sniper,3,0.21,21.57,0.2053,0.19,355,2.0,0.5,0.08,-0.14,-0.51
2020_Q3,Shooting World AD,com.bello.shootingworld,android,Shooter,Sniper,4,0.07,14.9,0.2558,0.21,253,-0.67,-0.31,0.25,0.11,-0.29
2020_Q4,Shooting World AD,com.bello.shootingworld,android,Shooter,Sniper,5,0.08,14.52,0.3696,0.18,146,0.14,-0.03,0.44,-0.14,-0.42
2019_Q1,Snake VS Block,com.bentostudio.ballsvsblocks,android,Hypercasual,Hypercasual - Traversal,1,0.27,4.38,0.35,0.11,722,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,Snake VS Block,com.bentostudio.ballsvsblocks,android,Hypercasual,Hypercasual - Traversal,2,0.25,7.7,0.3629,0.07,157,-0.07,0.76,0.04,-0.36,-0.78
2019_Q3,Snake VS Block,com.bentostudio.ballsvsblocks,android,Hypercasual,Hypercasual - Traversal,3,0.24,7.95,0.3154,0.06,382,-0.04,0.03,-0.13,-0.14,1.43
2019_Q4,Snake VS Block,com.bentostudio.ballsvsblocks,android,Hypercasual,Hypercasual - Traversal,4,0.23,7.79,0.3,0.15,114,-0.04,-0.02,-0.05,1.5,-0.7
2020_Q1,Snake VS Block,com.bentostudio.ballsvsblocks,android,Hypercasual,Hypercasual - Traversal,5,0.25,7.66,0.3,0.16,422,0.09,-0.02,0.0,0.07,2.7
2020_Q2,Snake VS Block,com.bentostudio.ballsvsblocks,android,Hypercasual,Hypercasual - Traversal,6,0.24,7.92,0.3,0.15,706,-0.04,0.03,0.0,-0.06,0.67
2020_Q3,Snake VS Block,com.bentostudio.ballsvsblocks,android,Hypercasual,Hypercasual - Traversal,7,0.23,8.65,0.0,0.02,12311,-0.04,0.09,-1.0,-0.87,16.44
2020_Q4,Snake VS Block,com.bentostudio.ballsvsblocks,android,Hypercasual,Hypercasual - Traversal,8,0.24,8.33,0.7483,0.04,21332,0.04,-0.04,-1.0,1.0,0.73
2019_Q3,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,android,Arcade,Drawing & Coloring,1,0.36,59.53,1.3951,0.1,6497,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q4,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,android,Arcade,Drawing & Coloring,2,0.34,62.11,1.344,0.11,23038,-0.06,0.04,-0.04,0.1,2.55
2020_Q1,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,android,Arcade,Drawing & Coloring,3,0.33,65.85,1.4065,0.1,26501,-0.03,0.06,0.05,-0.09,0.15
2020_Q2,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,android,Arcade,Drawing & Coloring,4,0.33,75.72,2.2235,0.11,47069,0.0,0.15,0.58,0.1,0.78
2020_Q3,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,android,Arcade,Drawing & Coloring,5,0.33,77.05,2.5977,0.11,31032,0.0,0.02,0.17,0.0,-0.34
2020_Q4,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,android,Arcade,Drawing & Coloring,6,0.28,64.44,2.4005,0.07,23169,-0.15,-0.16,-0.08,-0.36,-0.25
2019_Q1,com.BeresnevGames.Knife-65554,com.BeresnevGames.Knife,android,Hypercasual,Hypercasual - Action,1,0.29,11.58,0.6581,0.14,3075,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,com.BeresnevGames.Knife-65554,com.BeresnevGames.Knife,android,Hypercasual,Hypercasual - Action,2,0.3,13.74,0.4072,0.16,20114,0.03,0.19,-0.38,0.14,5.54
2019_Q3,com.BeresnevGames.Knife-65554,com.BeresnevGames.Knife,android,Hypercasual,Hypercasual - Action,3,0.23,15.02,0.4498,0.12,9606,-0.23,0.09,0.1,-0.25,-0.52
2019_Q4,com.BeresnevGames.Knife-65554,com.BeresnevGames.Knife,android,Hypercasual,Hypercasual - Action,4,0.22,15.42,0.3319,0.15,9965,-0.04,0.03,-0.26,0.25,0.04
